task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Update Meta descriptions - Tissue Digester;BioSafe - Marketing services;SEO/AEO;Deliverables;2;;2026-03-16 19:15:21.347+00;2026-03
[OPS] Clean Up Contact and Company Ownership;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-03-16 18:56:01.04+00;2026-03
Upload brand toolkit to folder;Ponce Bank - Creative; Digital; and Website Retainer;Other;Deliverables;;12.0;2026-03-16 17:24:53.537+00;2026-03
Refresh outreach sequence [Updated Campaign: DACH];Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;5;;2026-03-16 16:04:26.014+00;2026-03
Optimize Existing SEO Article - Social Media KPIs and Benchmarks;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-03-16 15:45:57.862+00;2026-03
Create Video Testimonial;VITAL - Marketing services;Video;Deliverables;7;;2026-03-16 15:44:46.301+00;2026-03
Optimize Existing SEO Article - Social Commerce Overview;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-03-16 15:31:37.835+00;2026-03
Optimize Existing SEO Article - Influencer Outreach Email Guide;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-03-16 15:21:54.92+00;2026-03
Develop thought leadership blog post from video recording - Pat Sullivan;Verisk - Marketing services;Content Creation;Deliverables;8;;2026-03-16 12:00:01.507+00;2026-03
Distribute Episode - Gerri Detweiler;VITAL - Marketing services;Podcast;Deliverables;0;;2026-03-16 11:32:22.066+00;2026-03
[STRATEGY] Create Separate Lead Scoring for Channel Partner Campaign;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;3;;2026-03-16 05:00:49.925+00;2026-03
Develop social content (March);VITAL - Marketing services;Content Creation;Deliverables;20;;2026-03-15 17:38:14.56+00;2026-03
LinkedIn Carousel - STI;BioSafe - Marketing services;Design/Creative;Deliverables;;;2026-03-13 19:34:22.717+00;2026-03
[OPS] Update Contact Industry Properties;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-03-13 19:11:01.481+00;2026-03
[Content] John Heilemann and Ozan Varol Video Recommendation;Washington Speakers Bureau - Ongoing Marketing Services;Video;Deliverables;1;;2026-03-13 18:43:47.436+00;2026-03
[Content] A1 Athletes Content Recommendations;Washington Speakers Bureau - Ongoing Marketing Services;Content Creation;Deliverables;1;;2026-03-13 17:48:23.513+00;2026-03
[Content] Speakers in Need Recommendations;Washington Speakers Bureau - Ongoing Marketing Services;Content Creation;Deliverables;1;;2026-03-13 17:37:48.667+00;2026-03
Install AccesiBe ;Ponce Bank - Website design and development;Web Development;Deliverables;;;2026-03-13 17:15:46.362+00;2026-03
Develop outreach sequence [ATX: Customer Value Community Executive Forum];Ecosystems - Ongoing Marketing Services;ABM;Deliverables;5;;2026-03-13 17:14:15.265+00;2026-03
Website Edits;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Web Development;Deliverables;;;2026-03-13 16:53:46.123+00;2026-03
Develop case study w/ design;Milestone Towers - Ongoing Marketing Services;Content Creation;Deliverables;30;;2026-03-13 14:57:12.73+00;2026-03
Develop graphics package task for speaking videos;Tyfone - Content marketing services;Design/Creative;Deliverables;10;;2026-03-13 12:27:48.525+00;2026-03
Set up content & create graphics package - Payments on Tap;NEACH - Content marketing services;Podcast;Deliverables;15;;2026-03-13 12:15:08.381+00;2026-03
Manage paid media [March];Agrippon - Marketing services;Paid Media;Deliverables;4;;2026-03-13 06:30:34.136+00;2026-03
Update Banner and Export Icons;ThreatMark - Marketing services;Design/Creative;Deliverables;;;2026-03-13 01:02:46.646+00;2026-03
Configure additional paid media campaign - Mitel;Techmode - Marketing services;Paid Media;Deliverables;3;;2026-03-12 19:10:35.325+00;2026-03
Edits to Robotics Invest Designs;Cybernetix - Creative; digital; website services;Design/Creative;Deliverables;3;;2026-03-12 17:48:45.573+00;2026-03
Develop Marketing Research Document;RoboHead - Aligned Growth Engine Launch;Strategy/Research;Deliverables;20;;2026-03-12 17:19:05.297+00;2026-03
Update Meta descriptions - (STI);BioSafe - Marketing services;SEO/AEO;Deliverables;2;;2026-03-12 13:54:34.82+00;2026-03
Create animated video clip - Episode Patrick Martinez;VITAL - Marketing services;Video;Deliverables;12;;2026-03-12 12:57:00.167+00;2026-03
Develop Sales Guide [RICOH ProcessDirector];Ricoh - Marketing services;Content Creation;Deliverables;15;;2026-03-12 02:37:18.532+00;2026-03
Develop web page - Mitel ;Techmode - Marketing services;Web Development;Deliverables;12;;2026-03-11 20:35:39.74+00;2026-03
Look into GTM question;Cybernetix - Creative; digital; website services;Tech Stack/Ops;Deliverables;;0.5;2026-03-11 19:49:54.379+00;2026-03
Update image ad creative package [ABM];Data Assessment Solutions - Ongoing Marketing Services;Design/Creative;Deliverables;10;;2026-03-11 19:03:39.472+00;2026-03
Develop an sales enablement PDF [Internal Differentiation Sheet];iCorps - Marketing Services;Content Creation;Deliverables;8;;2026-03-11 18:24:15.457+00;2026-03
Set up ABM [Value Disruptors Discussion];Ecosystems - Ongoing Marketing Services;ABM;Deliverables;10;;2026-03-11 17:25:46.564+00;2026-03
Pause campaigns;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;;0.5;2026-03-11 17:16:46.276+00;2026-03
Create & send newsletter - Benchmark Calculator;Global Shared Services - Marketing Services;Content Creation;Deliverables;8;;2026-03-11 16:12:25.15+00;2026-03
Set up guest booking outreach (March);Ease - Podcast Services;Podcast;Deliverables;8;;2026-03-11 15:29:03.836+00;2026-03
Create SEO blog inspired by transcript - bio waste;BioSafe - Marketing services;SEO/AEO;Deliverables;10;;2026-03-11 14:30:10.083+00;2026-03
Set up paid media / ABM (Life Sciences);BioSafe - Marketing services;Paid Media;Deliverables;5;;2026-03-11 14:29:33.017+00;2026-03
Set Up ABM (Life Sciences);BioSafe - Marketing services;ABM;Deliverables;10;;2026-03-11 14:29:28.94+00;2026-03
Develop outreach sequence - White Paper;Sedra Solutions - Marketing services;ABM;Deliverables;5;;2026-03-11 13:09:55.079+00;2026-03
[STRATEGY] Update landing pages;PTO Exchange - Marketing Services;Web Development;Deliverables;10;;2026-03-11 12:13:38.702+00;2026-03
Write Scripts for Social Clips - Microsoft;Syncro - Content marketing services;Video;Deliverables;3;;2026-03-11 11:36:02.741+00;2026-03
Develop dynamic outreach sequence (x3);Acacia Advisors - Ongoing Marketing Services;ABM;Deliverables;24;;2026-03-11 03:09:10.955+00;2026-03
Develop image ad creative package;Planon - Marketing Services;Design/Creative;Deliverables;10;;2026-03-11 02:42:55.608+00;2026-03
Develop ABM Plan Document;Rezku POS - Ongoing Services - Post AGE;ABM;Deliverables;30;;2026-03-10 20:54:39.756+00;2026-03
Supplier Portal One Pager;DocLib - Ongoing Services;Design/Creative;Deliverables;8;;2026-03-10 19:57:12.886+00;2026-03
Design Forrester Briefing Side Deck;ThreatMark - Marketing services;Design/Creative;Deliverables;10;;2026-03-10 18:55:31.527+00;2026-03
Develop outreach sequence [High-Engagement Account Outreach];Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;5;;2026-03-10 16:45:25.623+00;2026-03
86e04na3e - VITAL - The Flywheel Effect - Gerri Detweiler;VITAL - Marketing services;Podcast;Deliverables;10;;2026-03-10 12:08:55.338+00;2026-03
Distribute episode - Gina Ive;Verisk - Marketing services;Podcast;Deliverables;3;;2026-03-10 11:29:49.176+00;2026-03
Distribute Episode - Book Session - Calms and Highs: Lessons from "The Long Way" for Business Owners;VITAL - Marketing services;Podcast;Deliverables;0;;2026-03-10 10:41:33.175+00;2026-03
Conduct Alignment Meeting;RoboHead - Aligned Growth Engine Launch;Account Management;Deliverables;;;2026-03-10 03:11:45.91+00;2026-03
Develop outreach sequence;Planon - Marketing Services;ABM;Deliverables;5;;2026-03-10 01:55:49.037+00;2026-03
Develop Messaging Plan Document;Acacia Advisors - Ongoing Marketing Services;Strategy/Research;Deliverables;35;;2026-03-09 20:03:55.52+00;2026-03
Develop dynamic outreach sequence [Value Disruptors Discussion];Ecosystems - Ongoing Marketing Services;ABM;Deliverables;8;;2026-03-09 19:44:16.949+00;2026-03
[OPS] Develop lead management dashboard;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;10;;2026-03-09 14:56:37.527+00;2026-03
Set up revised Google PPC campaigns;New North;Paid Media;Deliverables;;;2026-03-08 19:49:04.321+00;2026-03
Update Meta descriptions - (Homepage);BioSafe - Marketing services;SEO/AEO;Deliverables;2;;2026-03-06 22:41:03.79+00;2026-03
Transport Topics - Blog Post Copy - RoadSigns Extended Cut with TruckDown;Transport Topics - Blog Post Bundle;Content Creation;Deliverables;5;;2026-03-06 19:08:05.793+00;2026-03
Tech stack (March);BioSafe - Marketing services;Tech Stack/Ops;Deliverables;27;;2026-03-06 19:07:22.493+00;2026-03
Set up campaign [Insurance Brokers / Channel Partners];PTO Exchange - Marketing Services;ABM;Deliverables;5;;2026-03-06 18:05:42.785+00;2026-03
Website Edits Part 2;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Web Development;Deliverables;;;2026-03-06 18:05:10.816+00;2026-03
Create custom box design;ThreatMark - Marketing services;Design/Creative;Deliverables;8;;2026-03-06 15:48:23.349+00;2026-03
Newsletter optimization;Aquatic Informatics - Ongoing Marketing Services;Content Creation;Deliverables;5;;2026-03-06 15:30:10.008+00;2026-03
Testing & validation;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;100;;2026-03-06 15:24:40.273+00;2026-03
Develop SEO blog post [real estate accounting];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Content Creation;Deliverables;10;;2026-03-06 11:52:32.097+00;2026-03
[OPS] Develop Marketing Dashboard;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;10;;2026-03-06 11:20:05.262+00;2026-03
Develop image ad creative package;New North;Design/Creative;Deliverables;10;;2026-03-06 02:40:57.732+00;2026-03
[OPS] HubSpot Broker Data Cleanup + Automation Guardrails;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-03-05 19:33:06.239+00;2026-03
Vectorize Logo & Create Variations;AutoBytes - 2026 Services;Design/Creative;Deliverables;0;;2026-03-05 18:02:26.14+00;2026-03
Develop web page [PDF Case Study];Rugged Robotics - Marketing services;Web Development;Deliverables;12;;2026-03-05 16:18:41.376+00;2026-03
Tech stack (March);Techmode - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-03-05 15:13:52.258+00;2026-03
Tech stack (March);Ease - Podcast Services;Tech Stack/Ops;Deliverables;10;;2026-03-05 15:11:11.602+00;2026-03
Tech stack (March);Verisk - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-03-05 13:03:57.311+00;2026-03
86dzy7kt4 - Inside Tracker - Longevity by Design - Dr. Andrea Maier;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-03-05 11:13:49.817+00;2026-03
Technical Support - Banking Fraud Summit Site;ThreatMark - Marketing services;Web Development;Deliverables;;;2026-03-04 19:07:17.062+00;2026-03
Update Booth Graphic V5;ThreatMark - Marketing services;Design/Creative;Deliverables;;;2026-03-04 19:07:04.431+00;2026-03
[Operations] Tech stack - (March);Washington Speakers Bureau - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-03-04 16:46:57.768+00;2026-03
[OPS] Analyze 52 HubSpot workflow errors;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;10;;2026-03-04 16:39:57.855+00;2026-03
Develop dynamic email sequence;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Content Creation;Deliverables;8;;2026-03-04 16:38:00.244+00;2026-03
Develop Brand Package;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Design/Creative;Deliverables;20;;2026-03-04 16:36:25.942+00;2026-03
Create short videos for Bazaarvoice Summit;Bazaarvoice - Content marketing services;Video;Deliverables;10;;2026-03-04 15:50:19.357+00;2026-03
Conduct kickoff;RoboHead - Aligned Growth Engine Launch;Account Management;Deliverables;0;;2026-03-03 20:56:25.031+00;2026-03
Set Up ABM - Accounting Services & New CFO Services;Global Shared Services - Marketing Services;ABM;Deliverables;3;;2026-03-03 19:43:33.262+00;2026-03
Develop image ad creative package [ABM Update];Agrippon - Marketing services;Design/Creative;Deliverables;10;;2026-03-03 18:25:26.837+00;2026-03
Transport Topics - Blog Post Copy - RoadSigns Extended Cut with Cox Automotive (02/2026);Transport Topics - Blog Post Bundle;Content Creation;Deliverables;5;;2026-03-03 15:10:40.048+00;2026-03
Configure additional paid media campaign - SMB ;Techmode - Marketing services;Paid Media;Deliverables;3;;2026-03-03 14:42:56.673+00;2026-03
Design One Pager - Treatment Facility;AutoBytes - 2026 Services;Design/Creative;Deliverables;8;;2026-03-03 13:20:34.825+00;2026-03
Develop images for Total IP Address;Verisk - Marketing services;Design/Creative;Deliverables;5;;2026-03-03 11:15:41.545+00;2026-03
[Management] Manage paid media - (February);Washington Speakers Bureau - Ongoing Marketing Services;Paid Media;Deliverables;20;;2026-03-02 19:54:39.466+00;2026-03
Set up AirOps writing workflow;Numeric - Podcast services;Tech Stack/Ops;Deliverables;;;2026-03-02 19:06:27.414+00;2026-03
Create speaking highlight video - Josh's NCUMA AI Presentation;Tyfone - Content marketing services;Video;Deliverables;15;;2026-03-02 18:52:27.627+00;2026-03
Manage content (February);BioSafe - Marketing services;Content Creation;Deliverables;10;;2026-03-02 15:15:33.3+00;2026-03
Develop outreach sequence to promote Bazaarvoice Summit playbook;Bazaarvoice - Content marketing services;ABM;Deliverables;0;;2026-03-02 13:58:16.493+00;2026-03
Tech stack (March);Tyfone - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-03-02 13:31:06.091+00;2026-03
Website Hosting;Wilburn - Content marketing services;Web Development;Deliverables;2;;2026-03-02 13:28:02.112+00;2026-03
Website Hosting (March);Rod Miller - Content marketing services;Web Development;Deliverables;2;;2026-03-02 12:57:00.628+00;2026-03
Tech stack (March);NEACH - Content marketing services;Tech Stack/Ops;Deliverables;6;;2026-03-02 12:55:18.821+00;2026-03
Tech stack (March);Milestone Towers - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-03-02 12:55:05.997+00;2026-03
Tech stack (March);Inside Tracker - Podcast services;Tech Stack/Ops;Deliverables;5;;2026-03-02 12:54:11.484+00;2026-03
Design LinkedIn Carousel to promote the playbook;Bazaarvoice - Content marketing services;Design/Creative;Deliverables;0;;2026-03-02 06:58:46.219+00;2026-03
Create social posts - ProSource Summit;VITAL - Marketing services;Content Creation;Deliverables;0;;2026-03-02 06:53:53.653+00;2026-03
Manage paid media (February);New North;Paid Media;Deliverables;8;;2026-03-02 03:15:09.439+00;2026-03
Manage web (February);New North;Web Development;Deliverables;5;;2026-03-02 03:15:09.439+00;2026-03
Manage web - February;Ideometry;Web Development;Deliverables;5;;2026-03-02 03:15:09.439+00;2026-03
Support Request Window (February);PTO Exchange - Marketing Services;Account Management;Deliverables;;;2026-02-28 07:03:48.119+00;2026-02
Manage paid media - February;ThreatMark - Marketing services;Paid Media;Deliverables;8;;2026-02-27 22:05:08.861+00;2026-02
Manage web (February);Techmode - Marketing services;Web Development;Deliverables;5;;2026-02-27 20:42:05.416+00;2026-02
Tech stack;Rezku POS - Ongoing Services - Post AGE;Tech Stack/Ops;Deliverables;19;;2026-02-27 20:05:30.867+00;2026-02
Update Booth Graphics V3;ThreatMark - Marketing services;Design/Creative;Deliverables;;;2026-02-27 19:51:38.733+00;2026-02
Develop Customer Testimonial Videos;ThreatMark - Marketing services;Video;Deliverables;30;;2026-02-27 19:51:19.653+00;2026-02
Manage web - February;ThreatMark - Marketing services;Web Development;Deliverables;5;;2026-02-27 19:51:13.705+00;2026-02
Manage performance reporting - February;ThreatMark - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-27 19:51:01.088+00;2026-02
Manage performance reporting - February;WeFixFreight - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-27 19:50:53.024+00;2026-02
Facilitate Client Meetings - February;ThreatMark - Marketing services;Account Management;Deliverables;10;;2026-02-27 19:50:48.359+00;2026-02
Facilitate Client Meetings - March;ThreatMark - Marketing services;Account Management;Deliverables;10;;2026-02-27 19:50:48.359+00;2026-02
Tech Stack - February;ThreatMark - Marketing services;Tech Stack/Ops;Deliverables;16;;2026-02-27 19:50:46.271+00;2026-02
Manage web - February;WeFixFreight - Marketing services;Web Development;Deliverables;5;;2026-02-27 19:50:44.282+00;2026-02
Manage paid media - February;WeFixFreight - Marketing services;Paid Media;Deliverables;8;;2026-02-27 19:50:42.118+00;2026-02
Facilitate Client Meetings - February;WeFixFreight - Marketing services;Account Management;Deliverables;5;;2026-02-27 19:50:36.324+00;2026-02
Tech stack - February;WeFixFreight - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-27 19:50:33.084+00;2026-02
Manage ABM [February];iCorps - Marketing Services;ABM;Deliverables;10;;2026-02-27 19:15:48.625+00;2026-02
Facilitate Client Meetings - February;Ponce Bank - Creative; Digital; and Website Retainer;Account Management;Deliverables;10;;2026-02-27 19:07:24.448+00;2026-02
Design & Launch Newsletter - February;Hydrian - Marketing services;Content Creation;Deliverables;5;;2026-02-27 18:59:00.859+00;2026-02
Manage web (February);Hydrian - Marketing services;Web Development;Deliverables;5;;2026-02-27 18:58:12.513+00;2026-02
Manage paid media (February);Hydrian - Marketing services;Paid Media;Deliverables;8;;2026-02-27 18:58:06.968+00;2026-02
Tech stack (February);Hydrian - Marketing services;Tech Stack/Ops;Deliverables;21;;2026-02-27 18:57:56.854+00;2026-02
Manage social (February);Hydrian - Marketing services;Content Creation;Deliverables;8;;2026-02-27 18:57:07.657+00;2026-02
Manage performance reporting (February);Hydrian - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-27 18:56:59.258+00;2026-02
Facilitate Client Meetings (February);Hydrian - Marketing services;Account Management;Deliverables;10;;2026-02-27 18:56:50.578+00;2026-02
Facilitate Client Meetings (February);Techmode - Marketing services;Account Management;Deliverables;10;;2026-02-27 18:24:40.474+00;2026-02
Manage web (February) ;BioSafe - Marketing services;Web Development;Deliverables;5;;2026-02-27 18:15:24.364+00;2026-02
Manage web (February);Global Shared Services - Marketing Services;Web Development;Deliverables;5;;2026-02-27 17:37:35.673+00;2026-02
Manage SEO (February);Global Shared Services - Marketing Services;SEO/AEO;Deliverables;5;;2026-02-27 17:32:16.317+00;2026-02
Facilitate Client Meetings (February);Global Shared Services - Marketing Services;Account Management;Deliverables;10;;2026-02-27 17:29:18.66+00;2026-02
Manage ABM (February);Global Shared Services - Marketing Services;ABM;Deliverables;10;;2026-02-27 17:27:20.133+00;2026-02
Manage performance reporting (February);BioSafe - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-27 17:27:18.292+00;2026-02
Tech stack (February);Global Shared Services - Marketing Services;Tech Stack/Ops;Deliverables;17;;2026-02-27 17:26:10.413+00;2026-02
Facilitate Client Meetings - February;Aquatic Informatics - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-27 17:24:34.942+00;2026-02
Develop image ad creative package;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Design/Creative;Deliverables;10;;2026-02-27 17:24:02.87+00;2026-02
Tech stack - February;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;6;;2026-02-27 17:22:16.681+00;2026-02
[STRATEGY] HubSpot ICP Segmentation;PTO Exchange - Marketing Services;Strategy/Research;Deliverables;5;;2026-02-27 16:29:30.289+00;2026-02
Optimize SEO web page - EDS;BioSafe - Marketing services;SEO/AEO;Deliverables;18;;2026-02-27 15:55:24.01+00;2026-02
Optimized SEO web page - STI Medical Waste Treatment System;BioSafe - Marketing services;SEO/AEO;Deliverables;5;;2026-02-27 15:55:09.618+00;2026-02
Build priority forms (February);Aquatic Informatics - Ongoing Marketing Services;Web Development;Deliverables;5;;2026-02-27 15:51:38.516+00;2026-02
[Management] Facilitate Client Meetings - (February);Washington Speakers Bureau - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-27 15:04:14.565+00;2026-02
Develop an infographic [Leave Sharing - Spanish];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-27 14:57:18.592+00;2026-02
Update slide deck or presentation;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Design/Creative;Deliverables;15;;2026-02-27 14:29:41.291+00;2026-02
Facilitate Client Meetings (February);BioSafe - Marketing services;Account Management;Deliverables;10;;2026-02-27 14:28:16.683+00;2026-02
Manage paid media (February);BioSafe - Marketing services;Paid Media;Deliverables;8;;2026-02-27 14:27:53.447+00;2026-02
Manage paid media (February);Techmode - Marketing services;Paid Media;Deliverables;8;;2026-02-27 14:27:22.633+00;2026-02
Optimize LinkedIn Campaigns;ThreatMark - Marketing services;Paid Media;Deliverables;;;2026-02-27 14:24:34.894+00;2026-02
Facilitate Client Meetings (February);Ease - Podcast Services;Account Management;Deliverables;10;;2026-02-27 14:12:48.974+00;2026-02
Facilitate Client Meetings - February;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Account Management;Deliverables;10;;2026-02-27 14:12:32.933+00;2026-02
Post-AGE Client Onboarding;Data Assessment Solutions - Ongoing Marketing Services;Account Management;Deliverables;0;;2026-02-27 13:28:47.903+00;2026-02
Manage paid media [January];Data Assessment Solutions - Ongoing Marketing Services;Paid Media;Deliverables;8;;2026-02-27 13:28:47.903+00;2026-02
Tech stack (November);Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;10;;2026-02-27 13:28:47.903+00;2026-02
Develop slide deck or presentation;Data Assessment Solutions - Ongoing Marketing Services;Design/Creative;Deliverables;15;;2026-02-27 13:28:47.903+00;2026-02
Facilitate Client Meetings - February;AutoBytes - 2026 Services;Account Management;Deliverables;10;;2026-02-27 12:36:31.311+00;2026-02
Develop social content (Fahad's Page - February);Sedra Solutions - Marketing services;Content Creation;Deliverables;10;;2026-02-27 12:36:29.105+00;2026-02
Manage performance reporting (February);Planon - Marketing Services;Performance/Reporting;Deliverables;5;;2026-02-27 12:36:26.098+00;2026-02
Facilitate Client Meetings (February);Planon - Marketing Services;Account Management;Deliverables;10;;2026-02-27 12:36:23.821+00;2026-02
Tech Stack (February);Planon - Marketing Services;Tech Stack/Ops;Deliverables;19;;2026-02-27 12:36:21.554+00;2026-02
Facilitate Client Meetings (February);Sedra Solutions - Marketing services;Account Management;Deliverables;10;;2026-02-27 12:36:16.512+00;2026-02
Manage ABM (February);Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-02-27 12:36:14.519+00;2026-02
Tech Stack (February);Sedra Solutions - Marketing services;Tech Stack/Ops;Deliverables;22;;2026-02-27 12:36:05.192+00;2026-02
Manage performance reporting (February);Sedra Solutions - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-27 12:36:03.582+00;2026-02
Manage paid media (February);Sedra Solutions - Marketing services;Paid Media;Deliverables;8;;2026-02-27 12:36:01.322+00;2026-02
Develop social content (Sedra's Page - February);Sedra Solutions - Marketing services;Content Creation;Deliverables;10;;2026-02-27 12:35:40.949+00;2026-02
Manage paid media - February;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;8;;2026-02-27 12:35:33.837+00;2026-02
Facilitate Client Meetings - February;Powerhouse Gym - Creative; digital; website services;Account Management;Deliverables;10;4.0;2026-02-27 12:35:29.813+00;2026-02
Update Accounting Careers Board (February);Numeric - Podcast services;Web Development;Deliverables;6;;2026-02-27 12:35:20.895+00;2026-02
Manage web - February;Sedra Solutions - Marketing services;Web Development;Deliverables;5;;2026-02-27 12:34:47.913+00;2026-02
Hubspot & Paid Media Support - February;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;7;;2026-02-27 12:34:43.87+00;2026-02
Design LinkedIn Carousel to promote long-form blog;Bazaarvoice - Content marketing services;Design/Creative;Deliverables;10;;2026-02-27 11:51:37.908+00;2026-02
Facilitate Client Meetings (February);Verisk - Marketing services;Account Management;Deliverables;10;;2026-02-27 11:47:37.547+00;2026-02
Tech stack - February;Acacia Advisors - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-02-27 11:40:08.321+00;2026-02
Manage web - February;FoxyAI - Creative; digital; web services;Web Development;Deliverables;5;;2026-02-27 11:39:42.674+00;2026-02
Facilitate Client Meetings - February;Acacia Advisors - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-27 11:39:29.273+00;2026-02
Develop Performance Reporting Plan Document;Acacia Advisors - Ongoing Marketing Services;Performance/Reporting;Deliverables;20;;2026-02-27 11:39:21.959+00;2026-02
Develop ABM Plan Document;Acacia Advisors - Ongoing Marketing Services;ABM;Deliverables;30;;2026-02-27 11:39:14.86+00;2026-02
Manage SEO (February);Numeric - Podcast services;SEO/AEO;Deliverables;5;;2026-02-27 11:36:21.894+00;2026-02
Tech stack (February);Numeric - Podcast services;Tech Stack/Ops;Deliverables;6;;2026-02-27 11:36:20.132+00;2026-02
Facilitate Bi-Weekly Meetings (February);Numeric - Podcast services;Account Management;Deliverables;5;;2026-02-27 11:36:15.244+00;2026-02
Design One Pager - Therapist;AutoBytes - 2026 Services;Design/Creative;Deliverables;8;;2026-02-27 11:35:46.382+00;2026-02
Facilitate Client Meetings (February);VITAL - Marketing services;Account Management;Deliverables;2;;2026-02-27 10:30:25.451+00;2026-02
Update Website;Cybernetix - Creative; digital; website services;Web Development;Deliverables;;0.4;2026-02-27 08:10:09.244+00;2026-02
Postcard Finalization & Mailing Execution;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;12;;2026-02-27 04:08:32.707+00;2026-02
Develop Marketing Roadmap Document;DocLib - ABM Growth Engine;Strategy/Research;Deliverables;40;;2026-02-26 21:26:27.381+00;2026-02
Set up paid media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;13;;2026-02-26 20:38:09.546+00;2026-02
Configure additional paid media campaign - RingCentral;Techmode - Marketing services;Paid Media;Deliverables;3;;2026-02-26 19:22:30.504+00;2026-02
Manage SEO [February];iCorps - Marketing Services;SEO/AEO;Deliverables;5;;2026-02-26 19:18:35.697+00;2026-02
Tech stack [February];Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;17;;2026-02-26 19:18:07.667+00;2026-02
Manage paid media [February];Data Assessment Solutions - Ongoing Marketing Services;Paid Media;Deliverables;8;;2026-02-26 19:18:07.667+00;2026-02
Facilitate Client Meetings [February];Data Assessment Solutions - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-26 19:18:07.667+00;2026-02
Manage ABM [February];Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;10;;2026-02-26 19:18:07.667+00;2026-02
Manage paid media [February];Agrippon - Marketing services;Paid Media;Deliverables;8;;2026-02-26 19:17:21.678+00;2026-02
Manage paid media [February];Rugged Robotics - Marketing services;Paid Media;Deliverables;8;;2026-02-26 19:17:21.678+00;2026-02
Facilitate Client Meetings [February];Agrippon - Marketing services;Account Management;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage ABM [February];Agrippon - Marketing services;ABM;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage web [February];Rugged Robotics - Marketing services;Web Development;Deliverables;5;;2026-02-26 19:17:21.678+00;2026-02
Tech stack [February];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Tech Stack/Ops;Deliverables;8;;2026-02-26 19:17:21.678+00;2026-02
Tech stack [February];Agrippon - Marketing services;Tech Stack/Ops;Deliverables;13;;2026-02-26 19:17:21.678+00;2026-02
Facilitate Client Meetings [February];Rugged Robotics - Marketing services;Account Management;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
