Date Added,Notes / Updates,Status,Client,Contract ID,Type,Title
1/29/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - 
 Update Themes: all themes are up-tpdate - 
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/1rqMKvKKKdLx
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-www-icorps-com/jjfm1pqwhq?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/sZ47VOcr287D
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,ICORPS,MID20240005,web,Weekly Web Maintenance
2/5/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - 
 Update Themes: all themes are up-tpdate -
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/lU4eVpDNuhCu
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-www-icorps-com/3kashp6jod?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/H_m7_0KTWHrq
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,ICORPS,MID20240005,web,Weekly Web Maintenance
2/12/2026,"1. Updates
 Update Plugins: all plugins are up-to-date -
 Update Themes: all themes are up-tpdate - 
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/FHyX_CEDlSj3
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-www-icorps-com/d0gdmu5o51?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/_uTW6wmb-KLI
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,ICORPS,MID20240005,web,Weekly Web Maintenance
2/19/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - 
 Update Themes: all themes are up-tpdate - 
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/kS3r4cT1j1Th
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-www-icorps-com/jrlmz5o3a5?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/pcT2CiUAiuVK
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,ICORPS,MID20240005,web,Weekly Web Maintenance
2/3/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/UC3wYVokr9Bt
 ( Done updating Elementor,Elementor Pro,Gravity Forms,Lightbox for Gallery & Image Block,WP REST Cache,Yoast SEO)
 Update Themes: all themes are up-tpdate - https://prnt.sc/UC3wYVokr9Bt
 ( Done updating Hello Elementor )
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/PohYE3_GPzh_
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-ideometry-com/hl2rca6hvs?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/MKFnniHWt_sp
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,IDEOMETRY,MIDIDE12345,web,Weekly Web Maintenance
2/10/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/Jft0BPj0mugX
 ( Done updating Elementor,Elementor Pro,Gravity Forms,Yoast SEO)
 Update Themes: all themes are up-tpdate - https://prnt.sc/Jft0BPj0mugX
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/EVVoJdM6YyG1
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-ideometry-com/4gfr53jkl1?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/rjlAo42V3OEY
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,IDEOMETRY,MIDIDE12345,web,Weekly Web Maintenance
2/13/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/showfGzMK4ti
 ( Done updating Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/showfGzMK4ti
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/4qAZwIFbhzUD
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-ideometry-com/edq6100c90?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/YJnQTdnlU8Gr
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,IDEOMETRY,MIDIDE12345,web,Weekly Web Maintenance
2/17/2026,"1. Updates
 Update Plugins: all plugins are up-to-date -https://prnt.sc/Q88fnfz_GSJM
 Update Themes: all themes are up-tpdate - https://prnt.sc/Q88fnfz_GSJM
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/is58oK7o0fmf
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-ideometry-com/6nb1yhl00o?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/Lxh-Ry9SgifN
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,IDEOMETRY,MIDIDE12345,web,Weekly Web Maintenance
2/24/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/ehkGmq_NqWVN
 ( Done updating Elementor,Gravity Forms,Simple Local Avatars,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/ehkGmq_NqWVN
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/f7idR2JHWSDm
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-ideometry-com/6ebz58czv5?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/9C4OOR-60JJH
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,IDEOMETRY,MIDIDE12345,web,Weekly Web Maintenance
1/7/2026,"Updates
 - Update Plugins: all plugins are up-to-date - https://prnt.sc/IBgqap79tfhZ ( done updating the Unlimited Elements for Elementor )
 - Update Themes: all themes are up-tpdate - https://prnt.sc/SA3jPjgpJcVE 
 - Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 - Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/hchQyJBZEwCh 
 - Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 - Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-newnorth-com/g0vl0gizrl?form_factor=desktop 
 - Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 - Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/LNppqRzWOdzc 
 - Manual UX Pass: upon checking all the pages, all buttons and forms are working
 - The button on the homepage has no hover effect. - https://prnt.sc/loys_jm3CKBY
 - Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
1/14/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/32DDg5uj8S5k
 ( Done updatiing Custom Post Type UI, Elementor, Simple Custom CSS and JS, Yoast SEO, Yoast SEO Premium )
 Update Themes: all themes are up-tpdate - https://prnt.sc/32DDg5uj8S5k
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/bnVB4_pRYjYi
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-newnorth-com/6y6o99yef9?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/YcScg_aqDrVQ
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Button on the homepage its not hovering
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
1/16/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/UuXTMUaRUbLy
 Update Themes: all themes are up-tpdate - https://prnt.sc/UuXTMUaRUbLy
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/kd3ux4qluzyZ
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-newnorth-com/pg4r4bwttv?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/hNo60yBJKzbG
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
1/20/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/p8z5yacrSs_2( Done updatiing Elementor, Elementor Pro,Gravity Forms HubSpot Add-On,Ultimate Addons for Elementor Pro,Yoast SEO,Yoast SEO Premium )
 Update Themes: all themes are up-tpdate - https://prnt.sc/p8z5yacrSs_2
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File AccessReview Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/BbZLVhQrSuij
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 PerformanceRun Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-newnorth-com/h2hq1rcq61?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX ChecksRun Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/-XSEcVndeWk_
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Button on the homepage its not hovering - https://prnt.sc/EBorQsbfn5kIResponsive Review: Everything looks fine in mobile version
 
 Backup & ReportingVerify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
1/27/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/1TVwh2wEA8DU
 ( done updating the Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/1TVwh2wEA8DU
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/Y1ttCtgquI7o
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-newnorth-com/xe7xf90fqa?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/OrpLLMDyzvBb
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
2/3/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/_Jv6NKFhdaqx
 ( Done updating Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/_Jv6NKFhdaqx
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/GBeav5sgXIhv
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-newnorth-com/navlw9yp8u?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/xlKVY17d1bne
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
2/10/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/Xvde3xC-ari6
 ( Done updating Elementor,Ultimate Addons for Elementor Pro,WP Stripe Checkout,Yoast SEO,Yoast SEO Premium )
 Update Themes: all themes are up-tpdate - https://prnt.sc/Xvde3xC-ari6
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/xN5Q5KMfGdUE
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-newnorth-com/ozt7a3heey?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/hxHacD1QMH_o
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
2/16/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/iwN72WbXx--l
 ( Done updating Elementor,Elementor Pro,Ultimate Addons for Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/iwN72WbXx--l
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/NTGzCXWg3rFS
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-newnorth-com/6l56gn7auh?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/vF8EHP9ZPnja
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
2/17/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/Gic2CRGJp0zQ
 Update Themes: all themes are up-tpdate - https://prnt.sc/Gic2CRGJp0zQ
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/PSXDuF87HBEw
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-marketersindemand-com/zwpltp9q3d?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/1UknVZ2FJeo8
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
2/24/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/IdtfGgZNjhC8
 ( Done updating Elementor,Gravity Forms HubSpot Add-On,Yoast SEO,Yoast SEO Premium)
 Update Themes: all themes are up-tpdate - https://prnt.sc/IdtfGgZNjhC8
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/lc3Ysa4G5vuv
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-newnorth-com/rkeax2swf2?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/1tjG8uP4Ht7U
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,NEWNORTH,MIDNEW12345,web,Weekly Web Maintenance
11/11/2025,,Published,Powerhouse Gym,MID20258726,web,Weekly Web Maintenance
1/7/2026,,Published,Powerhouse Gym,MID20258726,web,Weekly Web Maintenance
12/19/2025,"- Updated to WordPress to 4.9
 - Update Accessibility Tools & Alt Text Finder plugin to 2.0
 - Updated Advanced Custom Fields PRO to 6.7.0.2
 - Updated Ajax Search Lite to 4.13.4 
 - Updated Antispam Bee to 2.11.8
 - Updated Duplicate Page to 4.5.6
 - Updated Enable Media Replace to 4.1.7
 - Updated Go Live Update Urls to 7.0.7
 - Updated Gravity Forms to 
 - Updated Gravity Forms HubSpot Add-On to 3.0.0.
 - HubSpot All-In-One Marketing - Forms, Popups, Live Chat to 11.3.33
 - Post SMTP to 3.6.3 
 - Updated Safe SVG to 2.4.0 
 - Updated Simple Local Avatars to 2.8.5 
 - Smush to 3.23.1
 - Web Accessibility by accessiBe to 2.12
 - Updated to WP Add Custom CSS to 1.2.1
 - Updated to WP All Export to 1.2.1
 - Updated to WP All Import to 4.0.0 
 - Updated to WP Fastest Cache to 1.4.4 
 - Updated to Yoast SEO to 26.6",Published,Ricoh,MID20259631,web,Weekly Web Maintenance
12/26/2025,"- Update Post SMTP plugin to 3.7.0
  - Other Plugins and WordPress are up to date",Published,Ricoh,MID20259631,web,Weekly Web Maintenance
1/7/2026,,Published,Ricoh,MID20259631,web,Weekly Web Maintenance
1/8/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/azoxpoZV6dZ2
 ( done updating the Redirection )
 Update Themes: all themes are up-tpdate - https://prnt.sc/azoxpoZV6dZ2
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/zrFCld4JOwI9
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-resources-ricohsoftware-com/6krjo6o8t7?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/HAt4IOs6p9k8
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Ricoh,MID20259631,web,Weekly Web Maintenance
